stock_code,stock_name,market_detail,market
028670,팬오션,KOSPI,KOSPI
282330,BGF리테일,KOSPI,KOSPI
361610,SK아이이테크놀로지,KOSPI,KOSPI
009420,한올바이오파마,KOSPI,KOSPI
042670,HD현대인프라코어,KOSPI,KOSPI
023530,롯데쇼핑,KOSPI,KOSPI
012510,더존비즈온,KOSPI,KOSPI
457190,이수스페셜티케미컬,KOSPI,KOSPI
005850,에스엘,KOSPI,KOSPI
002790,아모레G,KOSPI,KOSPI
375500,DL이앤씨,KOSPI,KOSPI
007310,오뚜기,KOSPI,KOSPI
112610,씨에스윈드,KOSPI,KOSPI
014680,한솔케미칼,KOSPI,KOSPI
006280,녹십자,KOSPI,KOSPI
003690,코리안리,KOSPI,KOSPI
005070,코스모신소재,KOSPI,KOSPI
000240,한국앤컴퍼니,KOSPI,KOSPI
161890,한국콜마,KOSPI,KOSPI
008770,호텔신라,KOSPI,KOSPI
006360,GS건설,KOSPI,KOSPI
139130,DGB금융지주,KOSPI,KOSPI
010060,OCI홀딩스,KOSPI,KOSPI
006040,동원산업,KOSPI,KOSPI
004170,신세계,KOSPI,KOSPI
073240,금호타이어,KOSPI,KOSPI
047040,대우건설,KOSPI,KOSPI
020150,롯데에너지머티리얼즈,KOSPI,KOSPI
069620,대웅제약,KOSPI,KOSPI
395400,SK리츠,KOSPI,KOSPI
000080,하이트진로,KOSPI,KOSPI
103590,일진전기,KOSPI,KOSPI
009970,영원무역홀딩스,KOSPI,KOSPI
294870,HDC현대산업개발,KOSPI,KOSPI
011210,현대위아,KOSPI,KOSPI
001720,신영증권,KOSPI,KOSPI
267270,HD현대건설기계,KOSPI,KOSPI
069960,현대백화점,KOSPI,KOSPI
137310,에스디바이오센서,KOSPI,KOSPI
007340,DN오토모티브,KOSPI,KOSPI
007070,GS리테일,KOSPI,KOSPI
003090,대웅,KOSPI,KOSPI
003570,SNT다이내믹스,KOSPI,KOSPI
300720,한일시멘트,KOSPI,KOSPI
009450,경동나비엔,KOSPI,KOSPI
185750,종근당,KOSPI,KOSPI
280360,롯데웰푸드,KOSPI,KOSPI
229640,LS에코에너지,KOSPI,KOSPI
192080,더블유게임즈,KOSPI,KOSPI
089860,롯데렌탈,KOSPI,KOSPI
014820,동원시스템즈,KOSPI,KOSPI
003030,세아제강지주,KOSPI,KOSPI
365550,ESR켄달스퀘어리츠,KOSPI,KOSPI
004000,롯데정밀화학,KOSPI,KOSPI
336260,두산퓨얼셀,KOSPI,KOSPI
330590,롯데리츠,KOSPI,KOSPI
009240,한샘,KOSPI,KOSPI
005300,롯데칠성,KOSPI,KOSPI
298020,효성티앤씨,KOSPI,KOSPI
001120,LX인터내셔널,KOSPI,KOSPI
023590,다우기술,KOSPI,KOSPI
001800,오리온홀딩스,KOSPI,KOSPI
004490,세방전지,KOSPI,KOSPI
071970,HD현대마린엔진,KOSPI,KOSPI
001740,SK네트웍스,KOSPI,KOSPI
034230,파라다이스,KOSPI,KOSPI
108320,LX세미콘,KOSPI,KOSPI
000815,삼성화재우,KOSPI,KOSPI
415640,KB발해인프라,KOSPI,KOSPI
005180,빙그레,KOSPI,KOSPI
353200,대덕전자,KOSPI,KOSPI
051915,LG화학우,KOSPI,KOSPI
000670,영풍,KOSPI,KOSPI
248070,솔루엠,KOSPI,KOSPI
002840,미원상사,KOSPI,KOSPI
003540,대신증권,KOSPI,KOSPI
120110,코오롱인더,KOSPI,KOSPI
001530,DI동일,KOSPI,KOSPI
100090,SK오션플랜트,KOSPI,KOSPI
039130,하나투어,KOSPI,KOSPI
001680,대상,KOSPI,KOSPI
012630,HDC,KOSPI,KOSPI
000500,가온전선,KOSPI,KOSPI
298050,HS효성첨단소재,KOSPI,KOSPI
082640,동양생명,KOSPI,KOSPI
005440,현대지에프홀딩스,KOSPI,KOSPI
003240,태광산업,KOSPI,KOSPI
017960,한국카본,KOSPI,KOSPI
003850,보령,KOSPI,KOSPI
004800,효성,KOSPI,KOSPI
079900,전진건설로봇,KOSPI,KOSPI
079160,CJ CGV,KOSPI,KOSPI
085620,미래에셋생명,KOSPI,KOSPI
192400,쿠쿠홀딩스,KOSPI,KOSPI
281820,케이씨텍,KOSPI,KOSPI
484870,엠앤씨솔루션,KOSPI,KOSPI
950210,프레스티지바이오파마,KOSPI,KOSPI
006120,SK디스커버리,KOSPI,KOSPI
003530,한화투자증권,KOSPI,KOSPI
268280,미원에스씨,KOSPI,KOSPI
214320,이노션,KOSPI,KOSPI
000210,DL,KOSPI,KOSPI
030610,교보증권,KOSPI,KOSPI
003620,KG모빌리티,KOSPI,KOSPI
285130,SK케미칼,KOSPI,KOSPI
001570,금양,KOSPI,KOSPI
025540,한국단자,KOSPI,KOSPI
293940,신한알파리츠,KOSPI,KOSPI
009410,태영건설,KOSPI,KOSPI
005420,코스모화학,KOSPI,KOSPI
030190,NICE평가정보,KOSPI,KOSPI
008730,율촌화학,KOSPI,KOSPI
001430,세아베스틸지주,KOSPI,KOSPI
002710,TCC스틸,KOSPI,KOSPI
100840,SNT에너지,KOSPI,KOSPI
145720,덴티움,KOSPI,KOSPI
005690,파미셀,KOSPI,KOSPI
064960,SNT모티브,KOSPI,KOSPI
451800,한화리츠,KOSPI,KOSPI
066575,LG전자우,KOSPI,KOSPI
016380,KG스틸,KOSPI,KOSPI
005250,녹십자홀딩스,KOSPI,KOSPI
114090,GKL,KOSPI,KOSPI
069260,TKG휴켐스,KOSPI,KOSPI
049770,동원F&B,KOSPI,KOSPI
336370,솔루스첨단소재,KOSPI,KOSPI
006650,대한유화,KOSPI,KOSPI
381970,케이카,KOSPI,KOSPI
017810,풀무원,KOSPI,KOSPI
097230,HJ중공업,KOSPI,KOSPI
181710,NHN,KOSPI,KOSPI
000640,동아쏘시오홀딩스,KOSPI,KOSPI
006380,카프로,KOSPI,KOSPI
077970,STX엔진,KOSPI,KOSPI
057050,현대홈쇼핑,KOSPI,KOSPI
071320,지역난방공사,KOSPI,KOSPI
000680,미래에셋증권2우B,KOSPI,KOSPI
032350,롯데관광개발,KOSPI,KOSPI
306200,세아제강,KOSPI,KOSPI
000155,두산우,KOSPI,KOSPI
093370,후성,KOSPI,KOSPI
089590,제주항공,KOSPI,KOSPI
003470,유안타증권,KOSPI,KOSPI
000400,롯데손해보험,KOSPI,KOSPI
002030,아세아,KOSPI,KOSPI
005880,대한해운,KOSPI,KOSPI
178920,PI첨단소재,KOSPI,KOSPI
241590,화승엔터프라이즈,KOSPI,KOSPI
456040,OCI,KOSPI,KOSPI
002350,넥센타이어,KOSPI,KOSPI
348950,제이알글로벌리츠,KOSPI,KOSPI
036530,SNT홀딩스,KOSPI,KOSPI
271940,일진하이솔루스,KOSPI,KOSPI
090460,비에이치,KOSPI,KOSPI
000070,삼양홀딩스,KOSPI,KOSPI
010780,아이에스동서,KOSPI,KOSPI
014830,유니드,KOSPI,KOSPI
001060,JW중외제약,KOSPI,KOSPI
344820,KCC글라스,KOSPI,KOSPI
195870,해성디에스,KOSPI,KOSPI
383800,LX홀딩스,KOSPI,KOSPI
091810,티웨이항공,KOSPI,KOSPI
377740,바이오노트,KOSPI,KOSPI
272450,진에어,KOSPI,KOSPI
403550,쏘카,KOSPI,KOSPI
000370,한화손해보험,KOSPI,KOSPI
016800,퍼시스,KOSPI,KOSPI
475150,SK이터닉스,KOSPI,KOSPI
192650,드림텍,KOSPI,KOSPI
007700,F&F홀딩스,KOSPI,KOSPI
105630,한세실업,KOSPI,KOSPI
460860,동국제강,KOSPI,KOSPI
002240,고려제강,KOSPI,KOSPI
284740,쿠쿠홈시스,KOSPI,KOSPI
145990,삼양사,KOSPI,KOSPI
009900,명신산업,KOSPI,KOSPI
453340,현대그린푸드,KOSPI,KOSPI
005610,SPC삼립,KOSPI,KOSPI
003920,남양유업,KOSPI,KOSPI
017860,DS단석,KOSPI,KOSPI
093050,LF,KOSPI,KOSPI
092790,넥스틸,KOSPI,KOSPI
097520,엠씨넥스,KOSPI,KOSPI
013890,지누스,KOSPI,KOSPI
075580,세진중공업,KOSPI,KOSPI
357120,코람코라이프인프라리츠,KOSPI,KOSPI
003300,한일홀딩스,KOSPI,KOSPI
006110,삼아알미늄,KOSPI,KOSPI
003160,디아이,KOSPI,KOSPI
019170,신풍제약,KOSPI,KOSPI
017940,E1,KOSPI,KOSPI
034310,NICE,KOSPI,KOSPI
084690,대상홀딩스,KOSPI,KOSPI
170900,동아에스티,KOSPI,KOSPI
003545,대신증권우,KOSPI,KOSPI
475560,더본코리아,KOSPI,KOSPI
448730,삼성FN리츠,KOSPI,KOSPI
005810,풍산홀딩스,KOSPI,KOSPI
000104,CJ4우(전환),KOSPI,KOSPI
002960,한국쉘석유,KOSPI,KOSPI
003280,흥아해운,KOSPI,KOSPI
094800,맵스리얼티1,KOSPI,KOSPI
432320,KB스타리츠,KOSPI,KOSPI
000088,한화3우B,KOSPI,KOSPI
183190,아세아시멘트,KOSPI,KOSPI
499790,GS피앤엘,KOSPI,KOSPI
029530,신도리코,KOSPI,KOSPI
058650,세아홀딩스,KOSPI,KOSPI
002020,코오롱,KOSPI,KOSPI
018250,애경산업,KOSPI,KOSPI
084010,대한제강,KOSPI,KOSPI
003960,사조대림,KOSPI,KOSPI
034120,SBS,KOSPI,KOSPI
031430,신세계인터내셔날,KOSPI,KOSPI
003520,영진약품,KOSPI,KOSPI
004690,삼천리,KOSPI,KOSPI
090435,아모레퍼시픽우,KOSPI,KOSPI
005389,현대차3우B,KOSPI,KOSPI
126560,현대퓨처넷,KOSPI,KOSPI
005010,휴스틸,KOSPI,KOSPI
001500,현대차증권,KOSPI,KOSPI
200880,서연이화,KOSPI,KOSPI
161000,애경케미칼,KOSPI,KOSPI
093230,이아이디,KOSPI,KOSPI
020000,한섬,KOSPI,KOSPI
060980,HL홀딩스,KOSPI,KOSPI
004700,조광피혁,KOSPI,KOSPI
130660,한전산업,KOSPI,KOSPI
071055,한국금융지주우,KOSPI,KOSPI
005090,SGC에너지,KOSPI,KOSPI
037270,YG PLUS,KOSPI,KOSPI
027410,BGF,KOSPI,KOSPI
024720,콜마홀딩스,KOSPI,KOSPI
000680,LS네트웍스,KOSPI,KOSPI
025860,남해화학,KOSPI,KOSPI
002310,아세아제지,KOSPI,KOSPI
011760,현대코퍼레이션,KOSPI,KOSPI
003000,부광약품,KOSPI,KOSPI
033270,유나이티드제약,KOSPI,KOSPI
003220,대원제약,KOSPI,KOSPI
249420,일동제약,KOSPI,KOSPI
035150,백산,KOSPI,KOSPI
005390,신성통상,KOSPI,KOSPI
001340,백광산업,KOSPI,KOSPI
000490,대동,KOSPI,KOSPI
072710,농심홀딩스,KOSPI,KOSPI
123890,한국자산신탁,KOSPI,KOSPI
026890,스틱인베스트먼트,KOSPI,KOSPI
286940,롯데이노베이트,KOSPI,KOSPI
004430,송원산업,KOSPI,KOSPI
033240,자화전자,KOSPI,KOSPI
007810,코리아써키트,KOSPI,KOSPI
104700,한국철강,KOSPI,KOSPI
339770,교촌에프앤비,KOSPI,KOSPI
126720,수산인더스트리,KOSPI,KOSPI
009290,광동제약,KOSPI,KOSPI
377190,디앤디플랫폼리츠,KOSPI,KOSPI
002320,한진,KOSPI,KOSPI
001820,삼화콘덴서,KOSPI,KOSPI
322000,HD현대에너지솔루션,KOSPI,KOSPI
900140,엘브이엠씨홀딩스,KOSPI,KOSPI
058430,포스코스틸리온,KOSPI,KOSPI
006060,화승인더,KOSPI,KOSPI
001940,KISCO홀딩스,KOSPI,KOSPI
011500,한농화성,KOSPI,KOSPI
006390,한일현대시멘트,KOSPI,KOSPI
001270,부국증권,KOSPI,KOSPI
000520,삼일제약,KOSPI,KOSPI
015360,예스코홀딩스,KOSPI,KOSPI
007690,국도화학,KOSPI,KOSPI
088260,이리츠코크렙,KOSPI,KOSPI
108670,LX하우시스,KOSPI,KOSPI
010690,화신,KOSPI,KOSPI
012030,DB,KOSPI,KOSPI
001390,KG케미칼,KOSPI,KOSPI
016590,신대양제지,KOSPI,KOSPI
011930,신성이엔지,KOSPI,KOSPI
009160,SIMPAC,KOSPI,KOSPI
051905,LG생활건강우,KOSPI,KOSPI
122900,아이마켓코리아,KOSPI,KOSPI
009680,모토닉,KOSPI,KOSPI
001790,대한제당,KOSPI,KOSPI
006220,제주은행,KOSPI,KOSPI
034830,한국토지신탁,KOSPI,KOSPI
298690,에어부산,KOSPI,KOSPI
001200,유진투자증권,KOSPI,KOSPI
016610,DB금융투자,KOSPI,KOSPI
029460,케이씨,KOSPI,KOSPI
005945,NH투자증권우,KOSPI,KOSPI
002810,삼영무역,KOSPI,KOSPI
009470,삼화전기,KOSPI,KOSPI
226320,잇츠한불,KOSPI,KOSPI
000480,CR홀딩스,KOSPI,KOSPI
005500,삼진제약,KOSPI,KOSPI
017390,서울가스,KOSPI,KOSPI
007460,에이프로젠,KOSPI,KOSPI
452260,한화갤러리아,KOSPI,KOSPI
001230,동국홀딩스,KOSPI,KOSPI
194370,제이에스코퍼레이션,KOSPI,KOSPI
008060,대덕,KOSPI,KOSPI
005720,넥센,KOSPI,KOSPI
092230,KPX홀딩스,KOSPI,KOSPI
037710,광주신세계,KOSPI,KOSPI
004380,삼익THK,KOSPI,KOSPI
138490,코오롱ENP,KOSPI,KOSPI
334890,이지스밸류리츠,KOSPI,KOSPI
004360,세방,KOSPI,KOSPI
006340,대원전선,KOSPI,KOSPI
000430,대원강업,KOSPI,KOSPI
002150,도화엔지니어링,KOSPI,KOSPI
096760,JW홀딩스,KOSPI,KOSPI
003350,한국화장품제조,KOSPI,KOSPI
001510,SK증권,KOSPI,KOSPI
001780,알루코,KOSPI,KOSPI
002900,TYM,KOSPI,KOSPI
039570,HDC랩스,KOSPI,KOSPI
102460,이연제약,KOSPI,KOSPI
001130,대한제분,KOSPI,KOSPI
001630,종근당홀딩스,KOSPI,KOSPI
272550,삼양패키징,KOSPI,KOSPI
001250,GS글로벌,KOSPI,KOSPI
117580,대성에너지,KOSPI,KOSPI
109070,주성코퍼레이션,KOSPI,KOSPI
214420,토니모리,KOSPI,KOSPI
053210,스카이라이프,KOSPI,KOSPI
460850,동국씨엠,KOSPI,KOSPI
000540,흥국화재,KOSPI,KOSPI
016580,환인제약,KOSPI,KOSPI
025000,KPX케미칼,KOSPI,KOSPI
007570,일양약품,KOSPI,KOSPI
018470,조일알미늄,KOSPI,KOSPI
213500,한솔제지,KOSPI,KOSPI
003120,일성아이에스,KOSPI,KOSPI
480370,씨케이솔루션,KOSPI,KOSPI
044450,KSS해운,KOSPI,KOSPI
417310,코람코더원리츠,KOSPI,KOSPI
006405,삼성SDI우,KOSPI,KOSPI
000140,하이트진로홀딩스,KOSPI,KOSPI
005680,삼영전자,KOSPI,KOSPI
007860,서연,KOSPI,KOSPI
004560,현대비앤지스틸,KOSPI,KOSPI
033920,무학,KOSPI,KOSPI
002630,오리엔트바이오,KOSPI,KOSPI
450140,코오롱모빌리티그룹,KOSPI,KOSPI
003580,HLB글로벌,KOSPI,KOSPI
000320,노루홀딩스,KOSPI,KOSPI
008970,동양철관,KOSPI,KOSPI
070960,모나용평,KOSPI,KOSPI
102260,동성케미컬,KOSPI,KOSPI
013360,일성건설,KOSPI,KOSPI
010820,퍼스텍,KOSPI,KOSPI
293480,하나제약,KOSPI,KOSPI
101530,해태제과식품,KOSPI,KOSPI
003200,일신방직,KOSPI,KOSPI
035510,신세계 I&C,KOSPI,KOSPI
009580,무림P&P,KOSPI,KOSPI
084680,이월드,KOSPI,KOSPI
037560,LG헬로비전,KOSPI,KOSPI
019680,대교,KOSPI,KOSPI
078520,에이블씨엔씨,KOSPI,KOSPI
053690,한미글로벌,KOSPI,KOSPI
271980,제일약품,KOSPI,KOSPI
097955,CJ제일제당 우,KOSPI,KOSPI
015860,일진홀딩스,KOSPI,KOSPI
000050,경방,KOSPI,KOSPI
234080,JW생명과학,KOSPI,KOSPI
008350,남선알미늄,KOSPI,KOSPI
002100,경농,KOSPI,KOSPI
009155,삼성전기우,KOSPI,KOSPI
404990,신한서부티엔디리츠,KOSPI,KOSPI
028100,동아지질,KOSPI,KOSPI
004980,성신양회,KOSPI,KOSPI
095720,웅진씽크빅,KOSPI,KOSPI
071840,롯데하이마트,KOSPI,KOSPI
003650,미창석유,KOSPI,KOSPI
008490,서흥,KOSPI,KOSPI
000390,삼화페인트,KOSPI,KOSPI
030210,다올투자증권,KOSPI,KOSPI
092200,디아이씨,KOSPI,KOSPI
095570,AJ네트웍스,KOSPI,KOSPI
003555,LG우,KOSPI,KOSPI
134380,미원화학,KOSPI,KOSPI
000020,동화약품,KOSPI,KOSPI
007160,사조산업,KOSPI,KOSPI
462520,조선내화,KOSPI,KOSPI
003070,코오롱글로벌,KOSPI,KOSPI
107590,미원홀딩스,KOSPI,KOSPI
001460,BYC,KOSPI,KOSPI
025820,이구산업,KOSPI,KOSPI
100250,진양홀딩스,KOSPI,KOSPI
210980,SK디앤디,KOSPI,KOSPI
081000,일진다이아,KOSPI,KOSPI
011000,진원생명과학,KOSPI,KOSPI
006490,인스코비,KOSPI,KOSPI
004090,한국석유,KOSPI,KOSPI
016450,한세예스24홀딩스,KOSPI,KOSPI
139990,아주스틸,KOSPI,KOSPI
036420,콘텐트리중앙,KOSPI,KOSPI
000300,DH오토넥스,KOSPI,KOSPI
005430,한국공항,KOSPI,KOSPI
003060,에이프로젠바이오로직스,KOSPI,KOSPI
092220,KEC,KOSPI,KOSPI
001750,한양증권,KOSPI,KOSPI
011785,금호석유우,KOSPI,KOSPI
008110,대동전자,KOSPI,KOSPI
400760,NH올원리츠,KOSPI,KOSPI
003547,대신증권2우B,KOSPI,KOSPI
000860,강남제비스코,KOSPI,KOSPI
090350,노루페인트,KOSPI,KOSPI
007110,일신석재,KOSPI,KOSPI
003610,방림,KOSPI,KOSPI
002390,한독,KOSPI,KOSPI
006660,삼성공조,KOSPI,KOSPI
014160,대영포장,KOSPI,KOSPI
010955,S-Oil우,KOSPI,KOSPI
105840,우진,KOSPI,KOSPI
350520,이지스레지던스리츠,KOSPI,KOSPI
027970,한국제지,KOSPI,KOSPI
001380,SG글로벌,KOSPI,KOSPI
083420,그린케미칼,KOSPI,KOSPI
079430,현대리바트,KOSPI,KOSPI
068290,삼성출판사,KOSPI,KOSPI
008040,사조동아원,KOSPI,KOSPI
001045,CJ우,KOSPI,KOSPI
015230,대창단조,KOSPI,KOSPI
003830,대한화섬,KOSPI,KOSPI
007210,벽산,KOSPI,KOSPI
011280,태림포장,KOSPI,KOSPI
012320,경동인베스트,KOSPI,KOSPI
001360,삼성제약,KOSPI,KOSPI
298000,효성화학,KOSPI,KOSPI
001520,동양,KOSPI,KOSPI
128820,대성산업,KOSPI,KOSPI
004250,NPC,KOSPI,KOSPI
002170,삼양통상,KOSPI,KOSPI
000970,한국주철관,KOSPI,KOSPI
000700,유수홀딩스,KOSPI,KOSPI
005950,이수화학,KOSPI,KOSPI
214390,경보제약,KOSPI,KOSPI
015890,태경산업,KOSPI,KOSPI
003720,삼영,KOSPI,KOSPI
010100,한국무브넥스,KOSPI,KOSPI
006840,AK홀딩스,KOSPI,KOSPI
004970,신라교역,KOSPI,KOSPI
004080,신흥,KOSPI,KOSPI
004710,한솔테크닉스,KOSPI,KOSPI
009270,신원,KOSPI,KOSPI
094280,효성ITX,KOSPI,KOSPI
006890,태경케미컬,KOSPI,KOSPI
136490,선진,KOSPI,KOSPI
077500,유니퀘스트,KOSPI,KOSPI
210540,디와이파워,KOSPI,KOSPI
010580,에스엠벡셀,KOSPI,KOSPI
012800,대창,KOSPI,KOSPI
000105,유한양행우,KOSPI,KOSPI
024090,디씨엠,KOSPI,KOSPI
002826,삼성물산우B,KOSPI,KOSPI
003460,유화증권,KOSPI,KOSPI
000279,아모레G3우(전환),KOSPI,KOSPI
033180,KH 필룩스,KOSPI,KOSPI
487570,HS효성,KOSPI,KOSPI
020120,키다리스튜디오,KOSPI,KOSPI
011330,유니켐,KOSPI,KOSPI
267850,아시아나IDT,KOSPI,KOSPI
001020,페이퍼코리아,KOSPI,KOSPI
317400,자이에스앤디,KOSPI,KOSPI
011810,STX,KOSPI,KOSPI
214330,금호에이치티,KOSPI,KOSPI
002620,제일파마홀딩스,KOSPI,KOSPI
005870,휴니드,KOSPI,KOSPI
014580,태경비케이,KOSPI,KOSPI
012610,경인양행,KOSPI,KOSPI
120030,조선선재,KOSPI,KOSPI
017550,수산중공업,KOSPI,KOSPI
015590,KIB플러그에너지,KOSPI,KOSPI
031440,신세계푸드,KOSPI,KOSPI
008700,아남전자,KOSPI,KOSPI
000157,두산2우B,KOSPI,KOSPI
248170,샘표식품,KOSPI,KOSPI
007540,샘표,KOSPI,KOSPI
033530,SJG세종,KOSPI,KOSPI
023450,동남합성,KOSPI,KOSPI
014280,금강공업,KOSPI,KOSPI
013580,계룡건설,KOSPI,KOSPI
014530,극동유화,KOSPI,KOSPI
089470,HDC현대EP,KOSPI,KOSPI
012600,청호ICT,KOSPI,KOSPI
004830,덕성,KOSPI,KOSPI
011150,CJ씨푸드,KOSPI,KOSPI
019440,세아특수강,KOSPI,KOSPI
058850,KTcs,KOSPI,KOSPI
016710,대성홀딩스,KOSPI,KOSPI
017370,우신시스템,KOSPI,KOSPI
002780,진흥기업,KOSPI,KOSPI
009070,KCTC,KOSPI,KOSPI
063160,종근당바이오,KOSPI,KOSPI
035000,HS애드,KOSPI,KOSPI
002200,한국수출포장,KOSPI,KOSPI
396690,미래에셋글로벌리츠,KOSPI,KOSPI
004140,동방,KOSPI,KOSPI
034590,인천도시가스,KOSPI,KOSPI
013570,디와이,KOSPI,KOSPI
002450,삼익악기,KOSPI,KOSPI
