stock_code,stock_name,market_detail,market
389260,대명에너지,KOSDAQ,KOSDAQ
144960,뉴파워프라즈마,KOSDAQ,KOSDAQ
240550,동방메디컬,KOSDAQ,KOSDAQ
051370,인터플렉스,KOSDAQ,KOSDAQ
047560,이스트소프트,KOSDAQ,KOSDAQ
013120,동원개발,KOSDAQ,KOSDAQ
323990,박셀바이오,KOSDAQ,KOSDAQ
086820,바이오솔루션,KOSDAQ,KOSDAQ
077360,덕산하이메탈,KOSDAQ,KOSDAQ
107640,한중엔시에스,KOSDAQ,KOSDAQ
205470,휴마시스,KOSDAQ,KOSDAQ
293780,압타바이오,KOSDAQ,KOSDAQ
299900,위지윅스튜디오,KOSDAQ,KOSDAQ
489500,엘케이켐,KOSDAQ,KOSDAQ
174900,앱클론,KOSDAQ,KOSDAQ
078020,LS증권,KOSDAQ,KOSDAQ
079940,가비아,KOSDAQ,KOSDAQ
260970,에스앤디,KOSDAQ,KOSDAQ
042370,비츠로테크,KOSDAQ,KOSDAQ
036220,오상헬스케어,KOSDAQ,KOSDAQ
114190,강원에너지,KOSDAQ,KOSDAQ
448280,에코아이,KOSDAQ,KOSDAQ
064820,케이프,KOSDAQ,KOSDAQ
086890,이수앱지스,KOSDAQ,KOSDAQ
297890,HB솔루션,KOSDAQ,KOSDAQ
236200,슈프리마,KOSDAQ,KOSDAQ
482630,삼양엔씨켐,KOSDAQ,KOSDAQ
092730,네오팜,KOSDAQ,KOSDAQ
064260,다날,KOSDAQ,KOSDAQ
068930,디지털대성,KOSDAQ,KOSDAQ
092040,아미코젠,KOSDAQ,KOSDAQ
008830,대동기어,KOSDAQ,KOSDAQ
322510,제이엘케이,KOSDAQ,KOSDAQ
039980,폴라리스AI,KOSDAQ,KOSDAQ
211270,AP위성,KOSDAQ,KOSDAQ
443670,에스피소프트,KOSDAQ,KOSDAQ
024810,이화전기,KOSDAQ,KOSDAQ
017890,한국알콜,KOSDAQ,KOSDAQ
337930,브랜드엑스코퍼레이션,KOSDAQ,KOSDAQ
394800,쓰리빌리언,KOSDAQ,KOSDAQ
049950,미래컴퍼니,KOSDAQ,KOSDAQ
377450,리파인,KOSDAQ,KOSDAQ
441270,파인엠텍,KOSDAQ,KOSDAQ
095700,제넥신,KOSDAQ,KOSDAQ
356860,티엘비,KOSDAQ,KOSDAQ
065660,안트로젠,KOSDAQ,KOSDAQ
424960,스마트레이더시스템,KOSDAQ,KOSDAQ
270660,에브리봇,KOSDAQ,KOSDAQ
067280,멀티캠퍼스,KOSDAQ,KOSDAQ
950130,엑세스바이오,KOSDAQ,KOSDAQ
086980,쇼박스,KOSDAQ,KOSDAQ
294570,쿠콘,KOSDAQ,KOSDAQ
456070,이엔셀,KOSDAQ,KOSDAQ
035810,이지홀딩스,KOSDAQ,KOSDAQ
190510,나무가,KOSDAQ,KOSDAQ
123330,제닉,KOSDAQ,KOSDAQ
035080,그래디언트,KOSDAQ,KOSDAQ
462350,이노스페이스,KOSDAQ,KOSDAQ
475960,토모큐브,KOSDAQ,KOSDAQ
278650,HLB바이오스텝,KOSDAQ,KOSDAQ
472850,폰드그룹,KOSDAQ,KOSDAQ
243840,신흥에스이씨,KOSDAQ,KOSDAQ
109610,에스와이,KOSDAQ,KOSDAQ
016790,현대사료,KOSDAQ,KOSDAQ
036030,케이티알파,KOSDAQ,KOSDAQ
476060,온코닉테라퓨틱스,KOSDAQ,KOSDAQ
053300,한국정보인증,KOSDAQ,KOSDAQ
078350,한양디지텍,KOSDAQ,KOSDAQ
143240,사람인,KOSDAQ,KOSDAQ
019210,와이지-원,KOSDAQ,KOSDAQ
036560,영풍정밀,KOSDAQ,KOSDAQ
458870,씨어스테크놀로지,KOSDAQ,KOSDAQ
299030,하나기술,KOSDAQ,KOSDAQ
080420,모다이노칩,KOSDAQ,KOSDAQ
038290,마크로젠,KOSDAQ,KOSDAQ
365330,에스와이스틸텍,KOSDAQ,KOSDAQ
332570,와이팜,KOSDAQ,KOSDAQ
080160,모두투어,KOSDAQ,KOSDAQ
083310,엘오티베큠,KOSDAQ,KOSDAQ
033160,엠케이전자,KOSDAQ,KOSDAQ
336680,탑런토탈솔루션,KOSDAQ,KOSDAQ
354320,알멕,KOSDAQ,KOSDAQ
254490,미래반도체,KOSDAQ,KOSDAQ
251370,와이엠티,KOSDAQ,KOSDAQ
033640,네패스,KOSDAQ,KOSDAQ
032620,유비케어,KOSDAQ,KOSDAQ
013990,아가방컴퍼니,KOSDAQ,KOSDAQ
063570,한국전자금융,KOSDAQ,KOSDAQ
122990,와이솔,KOSDAQ,KOSDAQ
036800,나이스정보통신,KOSDAQ,KOSDAQ
047310,파워로직스,KOSDAQ,KOSDAQ
084650,랩지노믹스,KOSDAQ,KOSDAQ
456010,아이씨티케이,KOSDAQ,KOSDAQ
023760,한국캐피탈,KOSDAQ,KOSDAQ
011040,경동제약,KOSDAQ,KOSDAQ
093520,매커스,KOSDAQ,KOSDAQ
092870,엑시콘,KOSDAQ,KOSDAQ
073010,케이에스피,KOSDAQ,KOSDAQ
060590,씨티씨바이오,KOSDAQ,KOSDAQ
108380,대양전기공업,KOSDAQ,KOSDAQ
108230,톱텍,KOSDAQ,KOSDAQ
121440,골프존뉴딘홀딩스,KOSDAQ,KOSDAQ
347700,라이프시맨틱스,KOSDAQ,KOSDAQ
182400,엔케이맥스,KOSDAQ,KOSDAQ
126600,BGF에코머티리얼즈,KOSDAQ,KOSDAQ
024060,흥구석유,KOSDAQ,KOSDAQ
274090,켄코아에어로스페이스,KOSDAQ,KOSDAQ
083790,CG인바이츠,KOSDAQ,KOSDAQ
205500,넥써쓰,KOSDAQ,KOSDAQ
270520,앱트뉴로사이언스,KOSDAQ,KOSDAQ
461300,아이스크림미디어,KOSDAQ,KOSDAQ
203400,에이비온,KOSDAQ,KOSDAQ
106190,하이텍팜,KOSDAQ,KOSDAQ
303810,동국생명과학,KOSDAQ,KOSDAQ
078070,유비쿼스홀딩스,KOSDAQ,KOSDAQ
078140,대봉엘에스,KOSDAQ,KOSDAQ
096240,크레버스,KOSDAQ,KOSDAQ
053080,케이엔솔,KOSDAQ,KOSDAQ
474170,루미르,KOSDAQ,KOSDAQ
425040,티이엠씨,KOSDAQ,KOSDAQ
038390,레드캡투어,KOSDAQ,KOSDAQ
264850,이랜시스,KOSDAQ,KOSDAQ
203650,드림시큐리티,KOSDAQ,KOSDAQ
122450,KX,KOSDAQ,KOSDAQ
089600,나스미디어,KOSDAQ,KOSDAQ
282880,코윈테크,KOSDAQ,KOSDAQ
032300,한국파마,KOSDAQ,KOSDAQ
256940,케이피에스,KOSDAQ,KOSDAQ
307750,국전약품,KOSDAQ,KOSDAQ
457550,우진엔텍,KOSDAQ,KOSDAQ
463480,모티브링크,KOSDAQ,KOSDAQ
138610,나이벡,KOSDAQ,KOSDAQ
353810,이지바이오,KOSDAQ,KOSDAQ
214180,헥토이노베이션,KOSDAQ,KOSDAQ
382840,원준,KOSDAQ,KOSDAQ
194700,노바렉스,KOSDAQ,KOSDAQ
475580,에이럭스,KOSDAQ,KOSDAQ
305090,마이크로디지탈,KOSDAQ,KOSDAQ
092460,한라IMS,KOSDAQ,KOSDAQ
405100,큐알티,KOSDAQ,KOSDAQ
124500,아이티센,KOSDAQ,KOSDAQ
041440,현대에버다임,KOSDAQ,KOSDAQ
046440,KG모빌리언스,KOSDAQ,KOSDAQ
042420,네오위즈홀딩스,KOSDAQ,KOSDAQ
104460,디와이피엔에프,KOSDAQ,KOSDAQ
092130,이크레더블,KOSDAQ,KOSDAQ
143160,아이디스,KOSDAQ,KOSDAQ
073490,이노와이어리스,KOSDAQ,KOSDAQ
285490,노바텍,KOSDAQ,KOSDAQ
451760,컨텍,KOSDAQ,KOSDAQ
206560,덱스터,KOSDAQ,KOSDAQ
321820,아티스트유나이티드,KOSDAQ,KOSDAQ
225530,보광산업,KOSDAQ,KOSDAQ
030960,양지사,KOSDAQ,KOSDAQ
063080,컴투스홀딩스,KOSDAQ,KOSDAQ
315640,딥노이드,KOSDAQ,KOSDAQ
452190,한빛레이저,KOSDAQ,KOSDAQ
950140,잉글우드랩,KOSDAQ,KOSDAQ
123040,엠에스오토텍,KOSDAQ,KOSDAQ
376270,에이치이엠파마,KOSDAQ,KOSDAQ
290550,디케이티,KOSDAQ,KOSDAQ
079960,동양이엔피,KOSDAQ,KOSDAQ
234690,녹십자웰빙,KOSDAQ,KOSDAQ
127120,디엔에이링크,KOSDAQ,KOSDAQ
092190,서울바이오시스,KOSDAQ,KOSDAQ
068790,DMS,KOSDAQ,KOSDAQ
115500,케이씨에스,KOSDAQ,KOSDAQ
192440,슈피겐코리아,KOSDAQ,KOSDAQ
096250,와이즈넛,KOSDAQ,KOSDAQ
037460,삼지전자,KOSDAQ,KOSDAQ
052330,코텍,KOSDAQ,KOSDAQ
036190,금화피에스시,KOSDAQ,KOSDAQ
023910,대한약품,KOSDAQ,KOSDAQ
452430,사피엔반도체,KOSDAQ,KOSDAQ
005860,한일사료,KOSDAQ,KOSDAQ
131370,알서포트,KOSDAQ,KOSDAQ
126340,비나텍,KOSDAQ,KOSDAQ
140670,알에스오토메이션,KOSDAQ,KOSDAQ
333430,일승,KOSDAQ,KOSDAQ
215090,휴센텍,KOSDAQ,KOSDAQ
370090,퓨런티어,KOSDAQ,KOSDAQ
317870,엔바이오니아,KOSDAQ,KOSDAQ
311690,CJ 바이오사이언스,KOSDAQ,KOSDAQ
005710,대원산업,KOSDAQ,KOSDAQ
214680,디알텍,KOSDAQ,KOSDAQ
330860,네패스아크,KOSDAQ,KOSDAQ
051160,지어소프트,KOSDAQ,KOSDAQ
064800,포니링크,KOSDAQ,KOSDAQ
396470,워트,KOSDAQ,KOSDAQ
226400,오스테오닉,KOSDAQ,KOSDAQ
412540,제일엠앤에스,KOSDAQ,KOSDAQ
